,frontendId,title,titleSlug,difficulty,lastSubmittedAt,numSubmitted,questionStatus,lastResult,topicTags
89,100,Same Tree,same-tree,EASY,2025-10-26T05:26:51+00:00,1,SOLVED,AC,"[{'name': 'Tree', 'slug': 'tree'}, {'name': 'Depth-First Search', 'slug': 'depth-first-search'}, {'name': 'Breadth-First Search', 'slug': 'breadth-first-search'}, {'name': 'Binary Tree', 'slug': 'binary-tree'}]"
90,16,3Sum Closest,3sum-closest,MEDIUM,2025-10-25T16:12:42+00:00,1,SOLVED,AC,"[{'name': 'Array', 'slug': 'array'}, {'name': 'Two Pointers', 'slug': 'two-pointers'}, {'name': 'Sorting', 'slug': 'sorting'}]"
91,485,Max Consecutive Ones,max-consecutive-ones,EASY,2025-10-24T07:24:59+00:00,2,SOLVED,AC,"[{'name': 'Array', 'slug': 'array'}]"
92,3,Longest Substring Without Repeating Characters,longest-substring-without-repeating-characters,MEDIUM,2025-10-24T06:45:48+00:00,2,SOLVED,AC,"[{'name': 'Hash Table', 'slug': 'hash-table'}, {'name': 'String', 'slug': 'string'}, {'name': 'Sliding Window', 'slug': 'sliding-window'}]"
93,128,Longest Consecutive Sequence,longest-consecutive-sequence,MEDIUM,2025-10-24T05:56:21+00:00,3,SOLVED,AC,"[{'name': 'Array', 'slug': 'array'}, {'name': 'Hash Table', 'slug': 'hash-table'}, {'name': 'Union Find', 'slug': 'union-find'}]"
94,145,Binary Tree Postorder Traversal,binary-tree-postorder-traversal,EASY,2025-10-23T16:08:06+00:00,1,SOLVED,AC,"[{'name': 'Stack', 'slug': 'stack'}, {'name': 'Tree', 'slug': 'tree'}, {'name': 'Depth-First Search', 'slug': 'depth-first-search'}, {'name': 'Binary Tree', 'slug': 'binary-tree'}]"
95,144,Binary Tree Preorder Traversal,binary-tree-preorder-traversal,EASY,2025-10-23T16:05:46+00:00,1,SOLVED,AC,"[{'name': 'Stack', 'slug': 'stack'}, {'name': 'Tree', 'slug': 'tree'}, {'name': 'Depth-First Search', 'slug': 'depth-first-search'}, {'name': 'Binary Tree', 'slug': 'binary-tree'}]"
96,229,Majority Element II,majority-element-ii,MEDIUM,2025-10-22T07:39:41+00:00,2,SOLVED,AC,"[{'name': 'Array', 'slug': 'array'}, {'name': 'Hash Table', 'slug': 'hash-table'}, {'name': 'Sorting', 'slug': 'sorting'}, {'name': 'Counting', 'slug': 'counting'}]"
97,48,Rotate Image,rotate-image,MEDIUM,2025-10-22T06:45:39+00:00,1,SOLVED,AC,"[{'name': 'Array', 'slug': 'array'}, {'name': 'Math', 'slug': 'math'}, {'name': 'Matrix', 'slug': 'matrix'}]"
98,56,Merge Intervals,merge-intervals,MEDIUM,2025-10-21T15:26:51+00:00,1,SOLVED,AC,"[{'name': 'Array', 'slug': 'array'}, {'name': 'Sorting', 'slug': 'sorting'}]"
99,73,Set Matrix Zeroes,set-matrix-zeroes,MEDIUM,2025-10-20T11:06:29+00:00,1,SOLVED,AC,"[{'name': 'Array', 'slug': 'array'}, {'name': 'Hash Table', 'slug': 'hash-table'}, {'name': 'Matrix', 'slug': 'matrix'}]"
100,31,Next Permutation,next-permutation,MEDIUM,2025-10-20T10:16:20+00:00,2,SOLVED,AC,"[{'name': 'Array', 'slug': 'array'}, {'name': 'Two Pointers', 'slug': 'two-pointers'}]"
101,82,Remove Duplicates from Sorted List II,remove-duplicates-from-sorted-list-ii,MEDIUM,2025-10-19T14:08:17+00:00,1,SOLVED,AC,"[{'name': 'Linked List', 'slug': 'linked-list'}, {'name': 'Two Pointers', 'slug': 'two-pointers'}]"
102,445,Add Two Numbers II,add-two-numbers-ii,MEDIUM,2025-10-17T14:16:17+00:00,1,SOLVED,AC,"[{'name': 'Linked List', 'slug': 'linked-list'}, {'name': 'Math', 'slug': 'math'}, {'name': 'Stack', 'slug': 'stack'}]"
103,34,Find First and Last Position of Element in Sorted Array,find-first-and-last-position-of-element-in-sorted-array,MEDIUM,2025-10-17T14:05:35+00:00,1,SOLVED,AC,"[{'name': 'Array', 'slug': 'array'}, {'name': 'Binary Search', 'slug': 'binary-search'}]"
104,94,Binary Tree Inorder Traversal,binary-tree-inorder-traversal,EASY,2025-10-16T13:01:04+00:00,1,SOLVED,AC,"[{'name': 'Stack', 'slug': 'stack'}, {'name': 'Tree', 'slug': 'tree'}, {'name': 'Depth-First Search', 'slug': 'depth-first-search'}, {'name': 'Binary Tree', 'slug': 'binary-tree'}]"
105,237,Delete Node in a Linked List,delete-node-in-a-linked-list,MEDIUM,2025-10-14T13:38:14+00:00,3,SOLVED,AC,"[{'name': 'Linked List', 'slug': 'linked-list'}]"
106,387,First Unique Character in a String,first-unique-character-in-a-string,EASY,2025-10-14T12:59:48+00:00,1,SOLVED,AC,"[{'name': 'Hash Table', 'slug': 'hash-table'}, {'name': 'String', 'slug': 'string'}, {'name': 'Queue', 'slug': 'queue'}, {'name': 'Counting', 'slug': 'counting'}]"
107,328,Odd Even Linked List,odd-even-linked-list,MEDIUM,2025-10-13T12:43:52+00:00,1,SOLVED,AC,"[{'name': 'Linked List', 'slug': 'linked-list'}]"
108,146,LRU Cache,lru-cache,MEDIUM,2025-10-12T13:56:58+00:00,1,SOLVED,AC,"[{'name': 'Hash Table', 'slug': 'hash-table'}, {'name': 'Linked List', 'slug': 'linked-list'}, {'name': 'Design', 'slug': 'design'}, {'name': 'Doubly-Linked List', 'slug': 'doubly-linked-list'}]"
109,92,Reverse Linked List II,reverse-linked-list-ii,MEDIUM,2025-10-11T16:06:40+00:00,1,SOLVED,AC,"[{'name': 'Linked List', 'slug': 'linked-list'}]"
110,503,Next Greater Element II,next-greater-element-ii,MEDIUM,2025-10-11T13:47:32+00:00,1,SOLVED,AC,"[{'name': 'Array', 'slug': 'array'}, {'name': 'Stack', 'slug': 'stack'}, {'name': 'Monotonic Stack', 'slug': 'monotonic-stack'}]"
111,84,Largest Rectangle in Histogram,largest-rectangle-in-histogram,HARD,2025-10-11T13:32:59+00:00,2,SOLVED,AC,"[{'name': 'Array', 'slug': 'array'}, {'name': 'Stack', 'slug': 'stack'}, {'name': 'Monotonic Stack', 'slug': 'monotonic-stack'}]"
112,23,Merge k Sorted Lists,merge-k-sorted-lists,HARD,2025-10-10T15:50:21+00:00,1,SOLVED,AC,"[{'name': 'Linked List', 'slug': 'linked-list'}, {'name': 'Divide and Conquer', 'slug': 'divide-and-conquer'}, {'name': 'Heap (Priority Queue)', 'slug': 'heap-priority-queue'}, {'name': 'Merge Sort', 'slug': 'merge-sort'}]"
113,989,Add to Array-Form of Integer,add-to-array-form-of-integer,EASY,2025-10-09T13:35:36+00:00,2,SOLVED,AC,"[{'name': 'Array', 'slug': 'array'}, {'name': 'Math', 'slug': 'math'}]"
114,70,Climbing Stairs,climbing-stairs,EASY,2025-10-08T13:14:40+00:00,2,SOLVED,AC,"[{'name': 'Math', 'slug': 'math'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming'}, {'name': 'Memoization', 'slug': 'memoization'}]"
115,155,Min Stack,min-stack,MEDIUM,2025-10-07T12:07:37+00:00,1,SOLVED,AC,"[{'name': 'Stack', 'slug': 'stack'}, {'name': 'Design', 'slug': 'design'}]"
116,496,Next Greater Element I,next-greater-element-i,EASY,2025-10-07T11:47:49+00:00,1,SOLVED,AC,"[{'name': 'Array', 'slug': 'array'}, {'name': 'Hash Table', 'slug': 'hash-table'}, {'name': 'Stack', 'slug': 'stack'}, {'name': 'Monotonic Stack', 'slug': 'monotonic-stack'}]"
117,901,Online Stock Span,online-stock-span,MEDIUM,2025-10-07T10:49:54+00:00,1,SOLVED,AC,"[{'name': 'Stack', 'slug': 'stack'}, {'name': 'Design', 'slug': 'design'}, {'name': 'Monotonic Stack', 'slug': 'monotonic-stack'}, {'name': 'Data Stream', 'slug': 'data-stream'}]"
118,4,Median of Two Sorted Arrays,median-of-two-sorted-arrays,HARD,2025-10-06T13:15:21+00:00,3,SOLVED,AC,"[{'name': 'Array', 'slug': 'array'}, {'name': 'Binary Search', 'slug': 'binary-search'}, {'name': 'Divide and Conquer', 'slug': 'divide-and-conquer'}]"
119,32,Longest Valid Parentheses,longest-valid-parentheses,HARD,2025-10-05T14:29:11+00:00,1,SOLVED,AC,"[{'name': 'String', 'slug': 'string'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming'}, {'name': 'Stack', 'slug': 'stack'}]"
120,61,Rotate List,rotate-list,MEDIUM,2025-10-05T07:08:07+00:00,3,SOLVED,AC,"[{'name': 'Linked List', 'slug': 'linked-list'}, {'name': 'Two Pointers', 'slug': 'two-pointers'}]"
121,160,Intersection of Two Linked Lists,intersection-of-two-linked-lists,EASY,2025-10-05T05:53:18+00:00,1,SOLVED,AC,"[{'name': 'Hash Table', 'slug': 'hash-table'}, {'name': 'Linked List', 'slug': 'linked-list'}, {'name': 'Two Pointers', 'slug': 'two-pointers'}]"
122,234,Palindrome Linked List,palindrome-linked-list,EASY,2025-10-05T05:44:05+00:00,1,SOLVED,AC,"[{'name': 'Linked List', 'slug': 'linked-list'}, {'name': 'Two Pointers', 'slug': 'two-pointers'}, {'name': 'Stack', 'slug': 'stack'}, {'name': 'Recursion', 'slug': 'recursion'}]"
123,19,Remove Nth Node From End of List,remove-nth-node-from-end-of-list,MEDIUM,2025-10-05T05:19:20+00:00,3,SOLVED,AC,"[{'name': 'Linked List', 'slug': 'linked-list'}, {'name': 'Two Pointers', 'slug': 'two-pointers'}]"
124,25,Reverse Nodes in k-Group,reverse-nodes-in-k-group,HARD,2025-10-04T12:47:33+00:00,1,SOLVED,AC,"[{'name': 'Linked List', 'slug': 'linked-list'}, {'name': 'Recursion', 'slug': 'recursion'}]"
125,24,Swap Nodes in Pairs,swap-nodes-in-pairs,MEDIUM,2025-10-03T13:43:03+00:00,1,SOLVED,AC,"[{'name': 'Linked List', 'slug': 'linked-list'}, {'name': 'Recursion', 'slug': 'recursion'}]"
126,1143,Longest Common Subsequence,longest-common-subsequence,MEDIUM,2025-10-03T13:23:22+00:00,3,SOLVED,AC,"[{'name': 'String', 'slug': 'string'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming'}]"
127,430,Flatten a Multilevel Doubly Linked List,flatten-a-multilevel-doubly-linked-list,MEDIUM,2025-10-01T14:22:28+00:00,1,SOLVED,AC,"[{'name': 'Linked List', 'slug': 'linked-list'}, {'name': 'Depth-First Search', 'slug': 'depth-first-search'}, {'name': 'Doubly-Linked List', 'slug': 'doubly-linked-list'}]"
128,138,Copy List with Random Pointer,copy-list-with-random-pointer,MEDIUM,2025-09-30T15:54:53+00:00,1,SOLVED,AC,"[{'name': 'Hash Table', 'slug': 'hash-table'}, {'name': 'Linked List', 'slug': 'linked-list'}]"
129,142,Linked List Cycle II,linked-list-cycle-ii,MEDIUM,2025-09-30T09:13:55+00:00,4,SOLVED,AC,"[{'name': 'Hash Table', 'slug': 'hash-table'}, {'name': 'Linked List', 'slug': 'linked-list'}, {'name': 'Two Pointers', 'slug': 'two-pointers'}]"
130,141,Linked List Cycle,linked-list-cycle,EASY,2025-09-30T08:48:13+00:00,5,SOLVED,AC,"[{'name': 'Hash Table', 'slug': 'hash-table'}, {'name': 'Linked List', 'slug': 'linked-list'}, {'name': 'Two Pointers', 'slug': 'two-pointers'}]"
131,876,Middle of the Linked List,middle-of-the-linked-list,EASY,2025-09-30T08:20:38+00:00,2,SOLVED,AC,"[{'name': 'Linked List', 'slug': 'linked-list'}, {'name': 'Two Pointers', 'slug': 'two-pointers'}]"
132,206,Reverse Linked List,reverse-linked-list,EASY,2025-09-29T15:37:55+00:00,2,SOLVED,AC,"[{'name': 'Linked List', 'slug': 'linked-list'}, {'name': 'Recursion', 'slug': 'recursion'}]"
133,131,Palindrome Partitioning,palindrome-partitioning,MEDIUM,2025-09-28T11:11:37+00:00,3,SOLVED,AC,"[{'name': 'String', 'slug': 'string'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming'}, {'name': 'Backtracking', 'slug': 'backtracking'}]"
134,39,Combination Sum,combination-sum,MEDIUM,2025-09-27T16:42:27+00:00,2,SOLVED,AC,"[{'name': 'Array', 'slug': 'array'}, {'name': 'Backtracking', 'slug': 'backtracking'}]"
135,37,Sudoku Solver,sudoku-solver,HARD,2025-09-26T14:58:41+00:00,1,SOLVED,AC,"[{'name': 'Array', 'slug': 'array'}, {'name': 'Hash Table', 'slug': 'hash-table'}, {'name': 'Backtracking', 'slug': 'backtracking'}, {'name': 'Matrix', 'slug': 'matrix'}]"
136,51,N-Queens,n-queens,HARD,2025-09-26T13:58:16+00:00,1,SOLVED,AC,"[{'name': 'Array', 'slug': 'array'}, {'name': 'Backtracking', 'slug': 'backtracking'}]"
137,567,Permutation in String,permutation-in-string,MEDIUM,2025-09-26T13:21:47+00:00,2,SOLVED,AC,"[{'name': 'Hash Table', 'slug': 'hash-table'}, {'name': 'Two Pointers', 'slug': 'two-pointers'}, {'name': 'String', 'slug': 'string'}, {'name': 'Sliding Window', 'slug': 'sliding-window'}]"
138,78,Subsets,subsets,MEDIUM,2025-09-24T17:11:35+00:00,2,SOLVED,AC,"[{'name': 'Array', 'slug': 'array'}, {'name': 'Backtracking', 'slug': 'backtracking'}, {'name': 'Bit Manipulation', 'slug': 'bit-manipulation'}]"
139,560,Subarray Sum Equals K,subarray-sum-equals-k,MEDIUM,2025-09-23T16:21:37+00:00,2,SOLVED,AC,"[{'name': 'Array', 'slug': 'array'}, {'name': 'Hash Table', 'slug': 'hash-table'}, {'name': 'Prefix Sum', 'slug': 'prefix-sum'}]"
140,15,3Sum,3sum,MEDIUM,2025-09-23T16:06:24+00:00,3,SOLVED,AC,"[{'name': 'Array', 'slug': 'array'}, {'name': 'Two Pointers', 'slug': 'two-pointers'}, {'name': 'Sorting', 'slug': 'sorting'}]"
141,169,Majority Element,majority-element,EASY,2025-09-23T12:01:17+00:00,6,SOLVED,AC,"[{'name': 'Array', 'slug': 'array'}, {'name': 'Hash Table', 'slug': 'hash-table'}, {'name': 'Divide and Conquer', 'slug': 'divide-and-conquer'}, {'name': 'Sorting', 'slug': 'sorting'}, {'name': 'Counting', 'slug': 'counting'}]"
142,66,Plus One,plus-one,EASY,2025-09-23T11:26:18+00:00,4,SOLVED,AC,"[{'name': 'Array', 'slug': 'array'}, {'name': 'Math', 'slug': 'math'}]"
143,26,Remove Duplicates from Sorted Array,remove-duplicates-from-sorted-array,EASY,2025-09-23T10:50:41+00:00,3,SOLVED,AC,"[{'name': 'Array', 'slug': 'array'}, {'name': 'Two Pointers', 'slug': 'two-pointers'}]"
144,14,Longest Common Prefix,longest-common-prefix,EASY,2025-09-23T10:10:55+00:00,2,SOLVED,AC,"[{'name': 'Array', 'slug': 'array'}, {'name': 'String', 'slug': 'string'}, {'name': 'Trie', 'slug': 'trie'}]"
145,46,Permutations,permutations,MEDIUM,2025-09-23T09:27:57+00:00,1,SOLVED,AC,"[{'name': 'Array', 'slug': 'array'}, {'name': 'Backtracking', 'slug': 'backtracking'}]"
146,18,4Sum,4sum,MEDIUM,2025-09-21T14:06:11+00:00,3,SOLVED,AC,"[{'name': 'Array', 'slug': 'array'}, {'name': 'Two Pointers', 'slug': 'two-pointers'}, {'name': 'Sorting', 'slug': 'sorting'}]"
147,704,Binary Search,binary-search,EASY,2025-09-20T16:40:39+00:00,2,SOLVED,AC,"[{'name': 'Array', 'slug': 'array'}, {'name': 'Binary Search', 'slug': 'binary-search'}]"
148,287,Find the Duplicate Number,find-the-duplicate-number,MEDIUM,2025-09-17T10:36:17+00:00,2,SOLVED,AC,"[{'name': 'Array', 'slug': 'array'}, {'name': 'Two Pointers', 'slug': 'two-pointers'}, {'name': 'Binary Search', 'slug': 'binary-search'}, {'name': 'Bit Manipulation', 'slug': 'bit-manipulation'}]"
149,2965,Find Missing and Repeated Values,find-missing-and-repeated-values,EASY,2025-09-17T10:02:42+00:00,1,SOLVED,AC,"[{'name': 'Array', 'slug': 'array'}, {'name': 'Hash Table', 'slug': 'hash-table'}, {'name': 'Math', 'slug': 'math'}, {'name': 'Matrix', 'slug': 'matrix'}]"
150,54,Spiral Matrix,spiral-matrix,MEDIUM,2025-09-16T11:05:11+00:00,1,SOLVED,AC,"[{'name': 'Array', 'slug': 'array'}, {'name': 'Matrix', 'slug': 'matrix'}, {'name': 'Simulation', 'slug': 'simulation'}]"
151,240,Search a 2D Matrix II,search-a-2d-matrix-ii,MEDIUM,2025-09-16T10:33:12+00:00,1,SOLVED,AC,"[{'name': 'Array', 'slug': 'array'}, {'name': 'Binary Search', 'slug': 'binary-search'}, {'name': 'Divide and Conquer', 'slug': 'divide-and-conquer'}, {'name': 'Matrix', 'slug': 'matrix'}]"
152,74,Search a 2D Matrix,search-a-2d-matrix,MEDIUM,2025-09-16T10:27:53+00:00,2,SOLVED,AC,"[{'name': 'Array', 'slug': 'array'}, {'name': 'Binary Search', 'slug': 'binary-search'}, {'name': 'Matrix', 'slug': 'matrix'}]"
153,69,Sqrt(x),sqrtx,EASY,2025-09-15T15:48:57+00:00,1,SOLVED,AC,"[{'name': 'Math', 'slug': 'math'}, {'name': 'Binary Search', 'slug': 'binary-search'}]"
154,67,Add Binary,add-binary,EASY,2025-09-14T16:21:05+00:00,1,SOLVED,AC,"[{'name': 'Math', 'slug': 'math'}, {'name': 'String', 'slug': 'string'}, {'name': 'Bit Manipulation', 'slug': 'bit-manipulation'}, {'name': 'Simulation', 'slug': 'simulation'}]"
155,58,Length of Last Word,length-of-last-word,EASY,2025-09-13T18:20:31+00:00,1,SOLVED,AC,"[{'name': 'String', 'slug': 'string'}]"
156,283,Move Zeroes,move-zeroes,EASY,2025-09-12T15:36:42+00:00,1,SOLVED,AC,"[{'name': 'Array', 'slug': 'array'}, {'name': 'Two Pointers', 'slug': 'two-pointers'}]"
157,151,Reverse Words in a String,reverse-words-in-a-string,MEDIUM,2025-09-11T13:02:35+00:00,1,SOLVED,AC,"[{'name': 'Two Pointers', 'slug': 'two-pointers'}, {'name': 'String', 'slug': 'string'}]"
158,228,Summary Ranges,summary-ranges,EASY,2025-09-07T16:27:18+00:00,1,SOLVED,AC,"[{'name': 'Array', 'slug': 'array'}]"
159,1910,Remove All Occurrences of a Substring,remove-all-occurrences-of-a-substring,MEDIUM,2025-09-06T14:46:42+00:00,1,SOLVED,AC,"[{'name': 'String', 'slug': 'string'}, {'name': 'Stack', 'slug': 'stack'}, {'name': 'Simulation', 'slug': 'simulation'}]"
160,125,Valid Palindrome,valid-palindrome,EASY,2025-09-06T14:23:59+00:00,2,SOLVED,AC,"[{'name': 'Two Pointers', 'slug': 'two-pointers'}, {'name': 'String', 'slug': 'string'}]"
161,344,Reverse String,reverse-string,EASY,2025-09-06T14:01:23+00:00,3,SOLVED,AC,"[{'name': 'Two Pointers', 'slug': 'two-pointers'}, {'name': 'String', 'slug': 'string'}]"
162,268,Missing Number,missing-number,EASY,2025-09-05T16:36:28+00:00,2,SOLVED,AC,"[{'name': 'Array', 'slug': 'array'}, {'name': 'Hash Table', 'slug': 'hash-table'}, {'name': 'Math', 'slug': 'math'}, {'name': 'Binary Search', 'slug': 'binary-search'}, {'name': 'Bit Manipulation', 'slug': 'bit-manipulation'}, {'name': 'Sorting', 'slug': 'sorting'}]"
163,88,Merge Sorted Array,merge-sorted-array,EASY,2025-09-05T13:15:30+00:00,2,SOLVED,AC,"[{'name': 'Array', 'slug': 'array'}, {'name': 'Two Pointers', 'slug': 'two-pointers'}, {'name': 'Sorting', 'slug': 'sorting'}]"
164,75,Sort Colors,sort-colors,MEDIUM,2025-09-05T13:04:53+00:00,2,SOLVED,AC,"[{'name': 'Array', 'slug': 'array'}, {'name': 'Two Pointers', 'slug': 'two-pointers'}, {'name': 'Sorting', 'slug': 'sorting'}]"
165,540,Single Element in a Sorted Array,single-element-in-a-sorted-array,MEDIUM,2025-09-03T13:46:15+00:00,1,SOLVED,AC,"[{'name': 'Array', 'slug': 'array'}, {'name': 'Binary Search', 'slug': 'binary-search'}]"
166,852,Peak Index in a Mountain Array,peak-index-in-a-mountain-array,MEDIUM,2025-09-03T12:56:20+00:00,1,SOLVED,AC,"[{'name': 'Array', 'slug': 'array'}, {'name': 'Binary Search', 'slug': 'binary-search'}]"
167,33,Search in Rotated Sorted Array,search-in-rotated-sorted-array,MEDIUM,2025-09-03T12:07:58+00:00,1,SOLVED,AC,"[{'name': 'Array', 'slug': 'array'}, {'name': 'Binary Search', 'slug': 'binary-search'}]"
168,238,Product of Array Except Self,product-of-array-except-self,MEDIUM,2025-09-02T12:19:15+00:00,1,SOLVED,AC,"[{'name': 'Array', 'slug': 'array'}, {'name': 'Prefix Sum', 'slug': 'prefix-sum'}]"
169,11,Container With Most Water,container-with-most-water,MEDIUM,2025-09-01T17:47:18+00:00,1,SOLVED,AC,"[{'name': 'Array', 'slug': 'array'}, {'name': 'Two Pointers', 'slug': 'two-pointers'}, {'name': 'Greedy', 'slug': 'greedy'}]"
170,121,Best Time to Buy and Sell Stock,best-time-to-buy-and-sell-stock,EASY,2025-09-01T07:07:42+00:00,9,SOLVED,AC,"[{'name': 'Array', 'slug': 'array'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming'}]"
171,53,Maximum Subarray,maximum-subarray,MEDIUM,2025-08-29T16:45:20+00:00,1,SOLVED,AC,"[{'name': 'Array', 'slug': 'array'}, {'name': 'Divide and Conquer', 'slug': 'divide-and-conquer'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming'}]"
172,136,Single Number,single-number,EASY,2025-08-29T15:52:21+00:00,2,SOLVED,AC,"[{'name': 'Array', 'slug': 'array'}, {'name': 'Bit Manipulation', 'slug': 'bit-manipulation'}]"
173,509,Fibonacci Number,fibonacci-number,EASY,2025-08-29T09:08:02+00:00,1,SOLVED,AC,"[{'name': 'Math', 'slug': 'math'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming'}, {'name': 'Recursion', 'slug': 'recursion'}, {'name': 'Memoization', 'slug': 'memoization'}]"
174,28,Find the Index of the First Occurrence in a String,find-the-index-of-the-first-occurrence-in-a-string,EASY,2025-08-27T15:17:35+00:00,1,SOLVED,AC,"[{'name': 'Two Pointers', 'slug': 'two-pointers'}, {'name': 'String', 'slug': 'string'}, {'name': 'String Matching', 'slug': 'string-matching'}]"
175,9,Palindrome Number,palindrome-number,EASY,2025-08-25T07:15:52+00:00,2,SOLVED,AC,"[{'name': 'Math', 'slug': 'math'}]"
176,7,Reverse Integer,reverse-integer,MEDIUM,2025-08-25T06:54:54+00:00,1,SOLVED,AC,"[{'name': 'Math', 'slug': 'math'}]"
177,20,Valid Parentheses,valid-parentheses,EASY,2025-08-24T10:21:49+00:00,1,SOLVED,AC,"[{'name': 'String', 'slug': 'string'}, {'name': 'Stack', 'slug': 'stack'}]"
178,203,Remove Linked List Elements,remove-linked-list-elements,EASY,2025-08-22T08:14:38+00:00,1,SOLVED,AC,"[{'name': 'Linked List', 'slug': 'linked-list'}, {'name': 'Recursion', 'slug': 'recursion'}]"
179,83,Remove Duplicates from Sorted List,remove-duplicates-from-sorted-list,EASY,2025-08-22T07:38:27+00:00,2,SOLVED,AC,"[{'name': 'Linked List', 'slug': 'linked-list'}]"
180,219,Contains Duplicate II,contains-duplicate-ii,EASY,2025-08-21T16:12:51+00:00,1,ATTEMPTED,TLE,"[{'name': 'Array', 'slug': 'array'}, {'name': 'Hash Table', 'slug': 'hash-table'}, {'name': 'Sliding Window', 'slug': 'sliding-window'}]"
181,119,Pascal's Triangle II,pascals-triangle-ii,EASY,2025-08-21T06:04:04+00:00,1,SOLVED,AC,"[{'name': 'Array', 'slug': 'array'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming'}]"
182,118,Pascal's Triangle,pascals-triangle,EASY,2025-08-20T16:15:04+00:00,2,SOLVED,AC,"[{'name': 'Array', 'slug': 'array'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming'}]"
183,35,Search Insert Position,search-insert-position,EASY,2025-08-18T07:25:57+00:00,1,SOLVED,AC,"[{'name': 'Array', 'slug': 'array'}, {'name': 'Binary Search', 'slug': 'binary-search'}]"
184,27,Remove Element,remove-element,EASY,2025-08-13T17:03:35+00:00,1,SOLVED,AC,"[{'name': 'Array', 'slug': 'array'}, {'name': 'Two Pointers', 'slug': 'two-pointers'}]"
